,rno,name,gender,courses,marks1,marks2
755,756,Student756,F,MBA,47,66
756,757,Student757,M,MBA,57,19
757,758,Student758,M,BBA,47,77
758,759,Student759,F,MBA,28,62
759,760,Student760,M,MBA,7,72
760,761,Student761,F,BBA,28,2
761,762,Student762,F,MTECH,72,23
762,763,Student763,F,BBA,50,24
763,764,Student764,F,BTECH,3,11
764,765,Student765,M,MTECH,21,84
765,766,Student766,M,MTECH,46,96
766,767,Student767,M,BTECH,30,70
767,768,Student768,F,MBA,91,69
768,769,Student769,F,BTECH,8,79
769,770,Student770,F,BBA,69,82
770,771,Student771,M,BTECH,56,70
771,772,Student772,M,BBA,8,70
772,773,Student773,M,BTECH,9,27
773,774,Student774,M,BTECH,97,20
774,775,Student775,M,MTECH,19,56
775,776,Student776,F,MBA,33,60
776,777,Student777,M,BBA,80,15
777,778,Student778,F,BTECH,2,78
778,779,Student779,F,MTECH,81,52
779,780,Student780,M,BTECH,63,37
780,781,Student781,M,MTECH,1,4
781,782,Student782,M,MTECH,83,3
782,783,Student783,M,MBA,88,54
783,784,Student784,F,MBA,51,83
784,785,Student785,M,BTECH,39,23
785,786,Student786,F,MBA,7,20
786,787,Student787,F,BBA,92,45
787,788,Student788,M,MTECH,72,95
788,789,Student789,M,BTECH,80,34
789,790,Student790,M,BBA,69,88
790,791,Student791,M,MBA,67,69
791,792,Student792,M,BBA,12,67
792,793,Student793,M,BTECH,26,99
793,794,Student794,M,MBA,20,6
794,795,Student795,F,BBA,85,15
795,796,Student796,F,MTECH,15,6
796,797,Student797,M,BBA,81,60
797,798,Student798,M,BBA,52,40
798,799,Student799,M,BTECH,62,81
799,800,Student800,F,BBA,13,81
800,801,Student801,F,BBA,17,74
801,802,Student802,F,BBA,74,27
802,803,Student803,F,BBA,95,6
803,804,Student804,F,MBA,46,63
804,805,Student805,F,MBA,80,85
805,806,Student806,M,MTECH,2,92
806,807,Student807,F,BTECH,7,93
807,808,Student808,F,MTECH,98,37
808,809,Student809,F,BBA,42,67
809,810,Student810,F,MBA,33,38
810,811,Student811,M,BTECH,86,76
811,812,Student812,M,BBA,53,6
812,813,Student813,M,BBA,63,88
813,814,Student814,F,BTECH,86,36
814,815,Student815,M,MTECH,55,9
815,816,Student816,M,MBA,97,26
816,817,Student817,M,BTECH,37,32
817,818,Student818,F,MBA,34,92
818,819,Student819,F,MTECH,66,87
819,820,Student820,M,MBA,66,96
820,821,Student821,M,MTECH,36,57
821,822,Student822,M,MTECH,78,81
822,823,Student823,M,BBA,5,84
823,824,Student824,F,BTECH,25,62
824,825,Student825,M,BTECH,2,42
825,826,Student826,M,BTECH,45,2
826,827,Student827,M,MTECH,54,92
827,828,Student828,F,MTECH,94,4
828,829,Student829,F,BBA,30,23
829,830,Student830,F,BTECH,98,11
830,831,Student831,F,BBA,18,80
831,832,Student832,F,BTECH,47,52
832,833,Student833,F,MBA,67,11
833,834,Student834,M,BTECH,31,93
834,835,Student835,F,MTECH,7,7
835,836,Student836,M,MTECH,92,83
836,837,Student837,M,BBA,10,51
837,838,Student838,M,MBA,21,36
838,839,Student839,M,MTECH,46,69
839,840,Student840,M,MBA,64,29
840,841,Student841,M,BTECH,44,86
841,842,Student842,M,MTECH,17,88
842,843,Student843,F,MTECH,50,74
843,844,Student844,M,MBA,22,51
844,845,Student845,F,MBA,53,68
845,846,Student846,F,MBA,25,65
846,847,Student847,F,BTECH,2,76
847,848,Student848,F,BBA,5,58
848,849,Student849,M,MBA,45,71
849,850,Student850,M,BTECH,94,98
850,851,Student851,F,BBA,38,76
851,852,Student852,M,BBA,50,77
852,853,Student853,M,BBA,50,87
853,854,Student854,M,MTECH,40,46
854,855,Student855,F,MBA,72,40
855,856,Student856,F,BBA,71,37
856,857,Student857,F,BTECH,51,70
857,858,Student858,M,MTECH,74,48
858,859,Student859,M,BBA,46,43
859,860,Student860,F,BBA,27,34
860,861,Student861,F,MTECH,9,84
861,862,Student862,F,BBA,10,86
862,863,Student863,M,MBA,67,18
863,864,Student864,M,BTECH,18,12
864,865,Student865,M,MTECH,55,68
865,866,Student866,M,BTECH,39,7
866,867,Student867,M,MTECH,79,71
867,868,Student868,F,MBA,47,9
868,869,Student869,M,MBA,84,68
869,870,Student870,M,BTECH,40,84
870,871,Student871,F,MTECH,96,39
871,872,Student872,F,MTECH,31,96
872,873,Student873,M,BTECH,66,7
873,874,Student874,F,BBA,37,61
874,875,Student875,M,MTECH,66,16
875,876,Student876,M,BBA,89,34
876,877,Student877,F,BBA,93,55
877,878,Student878,F,MTECH,85,97
878,879,Student879,M,BBA,25,3
879,880,Student880,F,BBA,4,97
880,881,Student881,F,MTECH,30,38
881,882,Student882,M,BBA,65,88
882,883,Student883,M,BTECH,11,33
883,884,Student884,F,BTECH,76,42
884,885,Student885,M,MTECH,78,64
885,886,Student886,F,MBA,3,4
886,887,Student887,M,MBA,33,96
887,888,Student888,M,BTECH,62,67
888,889,Student889,F,MBA,54,94
889,890,Student890,M,MBA,63,53
890,891,Student891,M,BBA,94,81
891,892,Student892,M,BBA,2,51
892,893,Student893,M,MTECH,67,51
893,894,Student894,M,MTECH,60,3
894,895,Student895,F,BTECH,18,75
895,896,Student896,F,MBA,83,40
896,897,Student897,M,BBA,94,45
897,898,Student898,F,BTECH,96,20
898,899,Student899,F,MTECH,88,66
899,900,Student900,F,MTECH,93,40
900,901,Student901,M,BTECH,46,66
901,902,Student902,F,BBA,80,18
902,903,Student903,F,MTECH,83,75
903,904,Student904,M,MTECH,51,6
904,905,Student905,M,MBA,48,66
905,906,Student906,M,BBA,35,72
906,907,Student907,F,MBA,38,35
907,908,Student908,F,BBA,63,29
908,909,Student909,M,BBA,74,8
909,910,Student910,F,BTECH,4,9
910,911,Student911,M,BTECH,14,16
911,912,Student912,M,MTECH,44,68
912,913,Student913,M,MBA,87,22
913,914,Student914,F,BTECH,38,39
914,915,Student915,F,BBA,10,87
915,916,Student916,M,BTECH,86,4
916,917,Student917,F,BBA,23,50
917,918,Student918,F,BTECH,74,95
918,919,Student919,F,MTECH,41,59
919,920,Student920,M,MTECH,65,87
920,921,Student921,M,MBA,89,13
921,922,Student922,F,BBA,59,39
922,923,Student923,F,BTECH,54,88
923,924,Student924,M,BBA,8,32
924,925,Student925,M,BBA,76,80
925,926,Student926,F,MBA,65,86
926,927,Student927,M,MBA,57,89
927,928,Student928,M,MTECH,55,29
928,929,Student929,F,BTECH,37,62
929,930,Student930,F,BTECH,78,70
930,931,Student931,M,MTECH,65,46
931,932,Student932,F,BBA,59,4
932,933,Student933,M,BTECH,37,81
933,934,Student934,M,MTECH,29,8
934,935,Student935,M,MTECH,42,70
935,936,Student936,M,BTECH,100,32
936,937,Student937,F,BBA,4,69
937,938,Student938,F,BTECH,87,3
938,939,Student939,F,MBA,92,97
939,940,Student940,M,BBA,4,55
940,941,Student941,M,MTECH,24,6
941,942,Student942,F,BBA,20,89
942,943,Student943,M,MBA,20,43
943,944,Student944,M,MBA,54,80
944,945,Student945,M,MBA,47,60
945,946,Student946,M,BBA,80,44
946,947,Student947,F,MBA,90,26
947,948,Student948,M,MTECH,14,19
948,949,Student949,F,MBA,97,75
949,950,Student950,F,MTECH,23,62
950,951,Student951,M,MTECH,58,2
951,952,Student952,F,BBA,91,56
952,953,Student953,M,MTECH,27,34
953,954,Student954,F,BTECH,48,78
954,955,Student955,M,MBA,41,83
955,956,Student956,F,BTECH,19,52
956,957,Student957,M,MTECH,74,4
957,958,Student958,M,MTECH,61,94
958,959,Student959,M,BBA,25,23
959,960,Student960,F,BBA,21,73
960,961,Student961,M,MTECH,31,96
961,962,Student962,F,BBA,9,0
962,963,Student963,M,BBA,25,89
963,964,Student964,F,MTECH,69,74
964,965,Student965,F,MBA,60,71
965,966,Student966,F,BTECH,5,37
966,967,Student967,F,BBA,76,79
967,968,Student968,F,BTECH,35,11
968,969,Student969,M,MTECH,97,81
969,970,Student970,M,BBA,8,95
970,971,Student971,M,BTECH,15,23
971,972,Student972,F,BTECH,59,57
972,973,Student973,M,BTECH,49,37
973,974,Student974,M,MTECH,45,72
974,975,Student975,M,BTECH,14,47
975,976,Student976,M,MBA,0,19
976,977,Student977,M,BBA,54,85
977,978,Student978,F,MBA,10,20
978,979,Student979,M,BTECH,52,33
979,980,Student980,F,BBA,54,10
980,981,Student981,F,MTECH,17,95
981,982,Student982,M,MTECH,61,62
982,983,Student983,F,BBA,42,79
983,984,Student984,M,MBA,75,35
984,985,Student985,F,BTECH,47,3
985,986,Student986,F,BBA,17,30
986,987,Student987,M,MBA,13,7
987,988,Student988,M,BBA,93,91
988,989,Student989,F,BTECH,19,62
989,990,Student990,M,BTECH,16,12
990,991,Student991,M,MTECH,78,82
991,992,Student992,F,MTECH,14,28
992,993,Student993,M,BTECH,28,1
993,994,Student994,F,MTECH,52,92
994,995,Student995,F,BTECH,82,17
995,996,Student996,M,MTECH,44,1
996,997,Student997,F,MTECH,27,32
997,998,Student998,M,BBA,33,69
998,999,Student999,F,BBA,31,23
999,1000,Student1000,M,BTECH,54,12
1000,1001,Student1001,F,BBA,24,16
1001,1002,Student1002,F,MTECH,27,75
1002,1003,Student1003,F,MTECH,72,53
1003,1004,Student1004,M,BTECH,97,29
1004,1005,Student1005,F,BBA,46,76
1005,1006,Student1006,M,MBA,10,62
1006,1007,Student1007,M,BTECH,1,98
1007,1008,Student1008,F,MBA,19,34
1008,1009,Student1009,M,MBA,89,62
1009,1010,Student1010,M,BTECH,98,43
1010,1011,Student1011,F,MBA,28,28
1011,1012,Student1012,M,MBA,25,44
1012,1013,Student1013,F,BBA,93,91
1013,1014,Student1014,M,MBA,72,73
1014,1015,Student1015,F,MBA,3,38
1015,1016,Student1016,M,MTECH,36,80
1016,1017,Student1017,M,BTECH,49,52
1017,1018,Student1018,M,BTECH,44,12
1018,1019,Student1019,F,BBA,75,59
1019,1020,Student1020,F,BBA,18,93
1020,1021,Student1021,F,BTECH,51,74
1021,1022,Student1022,M,MBA,35,9
1022,1023,Student1023,M,MBA,47,97
1023,1024,Student1024,F,BBA,33,5
1024,1025,Student1025,F,MTECH,7,100
1025,1026,Student1026,F,MBA,18,85
1026,1027,Student1027,M,BTECH,63,98
1027,1028,Student1028,F,BTECH,16,60
1028,1029,Student1029,F,MBA,93,57
1029,1030,Student1030,M,BTECH,98,1
1030,1031,Student1031,M,BTECH,94,55
1031,1032,Student1032,F,MTECH,80,78
1032,1033,Student1033,F,MBA,73,22
1033,1034,Student1034,F,BTECH,67,51
1034,1035,Student1035,M,MBA,14,70
1035,1036,Student1036,M,BBA,55,17
1036,1037,Student1037,F,BBA,24,30
1037,1038,Student1038,M,MTECH,21,8
1038,1039,Student1039,M,BTECH,3,41
1039,1040,Student1040,F,MBA,82,3
1040,1041,Student1041,M,BTECH,99,92
1041,1042,Student1042,M,BTECH,82,2
1042,1043,Student1043,F,BBA,48,11
1043,1044,Student1044,F,MBA,4,32
1044,1045,Student1045,M,BBA,32,81
1045,1046,Student1046,M,BBA,0,3
1046,1047,Student1047,M,BBA,28,100
1047,1048,Student1048,F,MBA,60,63
1048,1049,Student1049,M,MTECH,71,69
1049,1050,Student1050,M,MBA,57,9
1050,1051,Student1051,F,MTECH,83,25
1051,1052,Student1052,F,BBA,16,61
1052,1053,Student1053,M,MBA,11,91
1053,1054,Student1054,M,MBA,25,8
1054,1055,Student1055,F,MTECH,73,4
1055,1056,Student1056,M,MTECH,67,81
1056,1057,Student1057,F,BTECH,10,95
1057,1058,Student1058,M,BTECH,64,30
1058,1059,Student1059,M,MTECH,25,25
1059,1060,Student1060,F,BBA,7,59
1060,1061,Student1061,M,BBA,94,73
1061,1062,Student1062,M,MTECH,96,52
1062,1063,Student1063,F,BBA,42,97
1063,1064,Student1064,F,BBA,17,16
1064,1065,Student1065,M,BTECH,60,2
1065,1066,Student1066,F,BTECH,65,12
1066,1067,Student1067,M,BBA,63,2
1067,1068,Student1068,F,MBA,42,83
1068,1069,Student1069,F,MBA,28,28
1069,1070,Student1070,M,MBA,71,26
1070,1071,Student1071,F,BBA,56,96
1071,1072,Student1072,M,BTECH,80,90
1072,1073,Student1073,M,MTECH,26,89
1073,1074,Student1074,M,BTECH,0,18
1074,1075,Student1075,F,MBA,51,43
1075,1076,Student1076,M,MTECH,35,89
1076,1077,Student1077,F,MTECH,72,49
1077,1078,Student1078,F,MTECH,84,100
1078,1079,Student1079,F,MTECH,50,32
1079,1080,Student1080,F,BTECH,23,12
1080,1081,Student1081,M,MTECH,21,99
1081,1082,Student1082,M,BBA,87,99
1082,1083,Student1083,F,MBA,66,65
1083,1084,Student1084,F,MBA,55,28
1084,1085,Student1085,M,MTECH,76,32
1085,1086,Student1086,M,MBA,46,92
1086,1087,Student1087,M,BBA,83,67
1087,1088,Student1088,M,BBA,21,98
1088,1089,Student1089,F,MBA,24,19
1089,1090,Student1090,M,MBA,74,24
1090,1091,Student1091,F,MBA,83,68
1091,1092,Student1092,M,BBA,69,18
1092,1093,Student1093,M,BTECH,10,8
1093,1094,Student1094,F,BBA,36,70
1094,1095,Student1095,F,BBA,10,54
1095,1096,Student1096,M,BBA,98,100
1096,1097,Student1097,F,MBA,46,63
1097,1098,Student1098,M,MTECH,89,84
1098,1099,Student1099,F,MTECH,56,19
1099,1100,Student1100,M,MBA,64,2
1100,1101,Student1101,F,BBA,16,86
1101,1102,Student1102,M,BTECH,2,82
1102,1103,Student1103,F,MBA,24,9
1103,1104,Student1104,F,BBA,57,33
1104,1105,Student1105,M,MTECH,63,21
1105,1106,Student1106,M,MTECH,100,58
1106,1107,Student1107,F,BTECH,61,78
1107,1108,Student1108,M,MTECH,95,66
1108,1109,Student1109,M,BTECH,63,97
1109,1110,Student1110,M,BTECH,6,56
1110,1111,Student1111,F,BBA,82,71
1111,1112,Student1112,M,MBA,58,93
1112,1113,Student1113,F,BBA,76,8
1113,1114,Student1114,F,BTECH,15,5
1114,1115,Student1115,M,BBA,98,4
1115,1116,Student1116,M,MTECH,55,24
1116,1117,Student1117,M,BTECH,7,70
1117,1118,Student1118,F,BTECH,88,92
1118,1119,Student1119,F,MTECH,14,89
1119,1120,Student1120,M,BTECH,7,40
1120,1121,Student1121,M,MBA,53,55
1121,1122,Student1122,M,BBA,80,51
1122,1123,Student1123,M,BBA,55,11
1123,1124,Student1124,F,BTECH,9,38
1124,1125,Student1125,M,BBA,77,76
1125,1126,Student1126,F,MBA,19,34
1126,1127,Student1127,F,MTECH,35,13
1127,1128,Student1128,M,BTECH,60,57
1128,1129,Student1129,M,MTECH,32,24
1129,1130,Student1130,F,MTECH,52,63
1130,1131,Student1131,F,MTECH,33,28
1131,1132,Student1132,M,MTECH,79,10
1132,1133,Student1133,F,MTECH,85,48
1133,1134,Student1134,F,BTECH,5,44
1134,1135,Student1135,M,MTECH,41,98
1135,1136,Student1136,F,MTECH,81,42
1136,1137,Student1137,M,MTECH,44,65
1137,1138,Student1138,F,MTECH,65,16
1138,1139,Student1139,M,MTECH,21,73
1139,1140,Student1140,M,MBA,44,0
1140,1141,Student1141,M,MBA,46,70
1141,1142,Student1142,M,MTECH,32,39
1142,1143,Student1143,F,BTECH,97,68
1143,1144,Student1144,M,MBA,100,64
1144,1145,Student1145,F,BBA,89,31
1145,1146,Student1146,F,BBA,86,14
1146,1147,Student1147,F,MBA,76,62
1147,1148,Student1148,M,BTECH,1,35
1148,1149,Student1149,F,BBA,35,88
1149,1150,Student1150,M,BBA,14,7
1150,1151,Student1151,M,BTECH,56,4
1151,1152,Student1152,M,BBA,49,83
1152,1153,Student1153,M,MBA,1,7
1153,1154,Student1154,M,MBA,57,93
1154,1155,Student1155,M,BBA,51,17
1155,1156,Student1156,M,MTECH,16,96
1156,1157,Student1157,F,MBA,1,80
1157,1158,Student1158,M,BTECH,53,50
1158,1159,Student1159,F,MBA,69,29
1159,1160,Student1160,M,BTECH,43,67
1160,1161,Student1161,M,BBA,17,46
1161,1162,Student1162,F,MBA,37,85
1162,1163,Student1163,M,MBA,93,86
1163,1164,Student1164,M,BBA,8,93
1164,1165,Student1165,M,MBA,19,1
1165,1166,Student1166,M,MTECH,15,63
1166,1167,Student1167,M,MBA,16,31
1167,1168,Student1168,M,MBA,47,68
1168,1169,Student1169,F,BTECH,87,64
1169,1170,Student1170,M,MTECH,86,25
1170,1171,Student1171,M,BBA,46,61
1171,1172,Student1172,F,BBA,0,86
1172,1173,Student1173,F,BTECH,58,62
1173,1174,Student1174,F,BTECH,84,56
1174,1175,Student1175,M,MBA,0,3
1175,1176,Student1176,M,MBA,61,47
1176,1177,Student1177,F,MBA,12,8
1177,1178,Student1178,M,BTECH,40,68
1178,1179,Student1179,F,BTECH,16,48
1179,1180,Student1180,F,BTECH,22,97
1180,1181,Student1181,F,BTECH,78,16
1181,1182,Student1182,M,BTECH,46,44
1182,1183,Student1183,M,BBA,43,23
1183,1184,Student1184,M,BBA,35,69
1184,1185,Student1185,F,BBA,23,65
1185,1186,Student1186,F,BBA,17,15
1186,1187,Student1187,F,BBA,28,66
1187,1188,Student1188,M,MTECH,52,54
1188,1189,Student1189,F,MBA,48,13
1189,1190,Student1190,M,BTECH,67,5
1190,1191,Student1191,M,BBA,86,69
1191,1192,Student1192,F,MBA,62,53
1192,1193,Student1193,F,BBA,90,19
1193,1194,Student1194,F,MBA,10,27
1194,1195,Student1195,M,MBA,73,8
1195,1196,Student1196,M,BBA,55,26
1196,1197,Student1197,M,MTECH,75,24
1197,1198,Student1198,F,MTECH,17,68
1198,1199,Student1199,M,BBA,67,28
1199,1200,Student1200,F,BTECH,49,86
1200,1201,Student1201,F,BTECH,53,59
1201,1202,Student1202,M,MTECH,3,74
1202,1203,Student1203,M,BTECH,14,34
1203,1204,Student1204,F,BTECH,59,2
1204,1205,Student1205,F,MBA,39,57
1205,1206,Student1206,M,MBA,30,35
1206,1207,Student1207,F,BTECH,52,53
1207,1208,Student1208,M,MBA,59,2
1208,1209,Student1209,F,MBA,79,25
1209,1210,Student1210,F,MBA,36,99
1210,1211,Student1211,F,BBA,69,95
1211,1212,Student1212,F,MBA,86,13
1212,1213,Student1213,F,MBA,68,27
1213,1214,Student1214,F,MBA,23,28
1214,1215,Student1215,F,BBA,39,11
1215,1216,Student1216,M,BTECH,0,100
1216,1217,Student1217,M,BTECH,15,82
1217,1218,Student1218,F,MTECH,81,93
1218,1219,Student1219,F,MBA,73,10
1219,1220,Student1220,M,MBA,3,80
1220,1221,Student1221,M,MTECH,85,94
1221,1222,Student1222,F,BBA,65,18
1222,1223,Student1223,F,BBA,22,53
1223,1224,Student1224,F,MBA,56,25
1224,1225,Student1225,F,MBA,93,76
1225,1226,Student1226,F,MTECH,68,39
1226,1227,Student1227,F,BTECH,19,1
1227,1228,Student1228,F,MTECH,63,21
1228,1229,Student1229,F,MTECH,74,90
1229,1230,Student1230,M,MTECH,64,22
1230,1231,Student1231,F,MTECH,13,74
1231,1232,Student1232,F,MTECH,56,85
1232,1233,Student1233,F,MTECH,85,100
1233,1234,Student1234,M,MBA,36,19
1234,1235,Student1235,F,MTECH,0,1
1235,1236,Student1236,F,MTECH,29,15
1236,1237,Student1237,M,BTECH,60,56
1237,1238,Student1238,M,MBA,0,30
1238,1239,Student1239,F,BBA,69,72
1239,1240,Student1240,M,MTECH,30,97
1240,1241,Student1241,F,MTECH,15,16
1241,1242,Student1242,F,BTECH,61,80
1242,1243,Student1243,M,BBA,37,30
1243,1244,Student1244,F,BBA,64,37
1244,1245,Student1245,F,MTECH,64,39
1245,1246,Student1246,F,BBA,74,2
1246,1247,Student1247,M,MBA,45,39
1247,1248,Student1248,M,MTECH,8,61
1248,1249,Student1249,M,MBA,17,13
1249,1250,Student1250,F,BTECH,43,24
1250,1251,Student1251,M,BTECH,48,27
1251,1252,Student1252,M,MBA,37,17
1252,1253,Student1253,F,BBA,77,54
1253,1254,Student1254,M,BBA,71,14
1254,1255,Student1255,F,MTECH,75,78
1255,1256,Student1256,M,BTECH,83,14
1256,1257,Student1257,F,BBA,89,49
1257,1258,Student1258,M,MTECH,83,4
1258,1259,Student1259,M,BBA,90,13
1259,1260,Student1260,M,MTECH,90,43
1260,1261,Student1261,M,BBA,8,55
1261,1262,Student1262,F,BBA,89,81
1262,1263,Student1263,M,BTECH,15,36
1263,1264,Student1264,M,BTECH,1,67
1264,1265,Student1265,M,MBA,74,13
1265,1266,Student1266,M,BBA,58,37
1266,1267,Student1267,M,BTECH,14,67
1267,1268,Student1268,F,BBA,74,99
1268,1269,Student1269,F,MTECH,36,94
1269,1270,Student1270,F,BTECH,97,28
1270,1271,Student1271,F,MBA,8,65
1271,1272,Student1272,M,BTECH,41,87
1272,1273,Student1273,M,BBA,2,81
1273,1274,Student1274,F,MTECH,76,79
1274,1275,Student1275,F,MTECH,58,96
1275,1276,Student1276,F,BTECH,59,32
1276,1277,Student1277,M,MBA,41,36
1277,1278,Student1278,M,MTECH,60,64
1278,1279,Student1279,F,MBA,19,2
1279,1280,Student1280,F,BTECH,48,69
1280,1281,Student1281,F,BBA,81,39
1281,1282,Student1282,F,MTECH,43,57
1282,1283,Student1283,F,MTECH,10,48
1283,1284,Student1284,F,BTECH,77,47
1284,1285,Student1285,F,MBA,20,39
1285,1286,Student1286,F,BTECH,82,24
1286,1287,Student1287,F,MBA,66,32
1287,1288,Student1288,M,MTECH,99,42
1288,1289,Student1289,M,BBA,67,21
1289,1290,Student1290,M,BTECH,4,7
1290,1291,Student1291,M,BBA,16,3
1291,1292,Student1292,M,BTECH,82,81
1292,1293,Student1293,M,MBA,63,81
1293,1294,Student1294,F,MBA,87,50
1294,1295,Student1295,F,BTECH,15,42
1295,1296,Student1296,F,BBA,67,100
1296,1297,Student1297,F,BTECH,97,46
1297,1298,Student1298,M,MBA,23,70
1298,1299,Student1299,F,BTECH,41,48
1299,1300,Student1300,M,MTECH,13,31
1300,1301,Student1301,F,MBA,64,77
1301,1302,Student1302,F,BTECH,97,91
1302,1303,Student1303,F,MTECH,90,90
1303,1304,Student1304,F,MBA,41,85
1304,1305,Student1305,F,BTECH,47,15
1305,1306,Student1306,M,MTECH,50,36
1306,1307,Student1307,M,MBA,38,0
1307,1308,Student1308,M,MTECH,35,59
1308,1309,Student1309,F,BBA,57,48
1309,1310,Student1310,M,MBA,86,24
1310,1311,Student1311,M,BBA,8,52
1311,1312,Student1312,F,MBA,3,44
1312,1313,Student1313,M,BBA,47,98
1313,1314,Student1314,F,MBA,91,46
1314,1315,Student1315,M,MBA,36,62
1315,1316,Student1316,F,BTECH,7,21
1316,1317,Student1317,M,BBA,78,76
1317,1318,Student1318,M,BTECH,98,75
1318,1319,Student1319,M,BTECH,8,28
1319,1320,Student1320,M,MBA,89,27
1320,1321,Student1321,F,BBA,69,72
1321,1322,Student1322,F,MTECH,53,36
1322,1323,Student1323,M,BTECH,47,62
1323,1324,Student1324,F,BBA,25,22
1324,1325,Student1325,F,BBA,62,27
1325,1326,Student1326,M,MTECH,72,36
1326,1327,Student1327,F,BBA,71,78
1327,1328,Student1328,F,MBA,60,78
1328,1329,Student1329,M,MBA,87,41
1329,1330,Student1330,M,MBA,44,1
1330,1331,Student1331,M,BBA,28,18
1331,1332,Student1332,M,MTECH,23,71
1332,1333,Student1333,M,MTECH,26,12
1333,1334,Student1334,M,BTECH,27,43
1334,1335,Student1335,F,BBA,82,65
1335,1336,Student1336,F,MTECH,20,94
1336,1337,Student1337,M,MBA,69,37
1337,1338,Student1338,M,BTECH,61,38
1338,1339,Student1339,F,BBA,72,78
1339,1340,Student1340,M,MBA,77,59
1340,1341,Student1341,F,MTECH,48,36
1341,1342,Student1342,M,MBA,4,89
1342,1343,Student1343,M,BTECH,3,51
1343,1344,Student1344,F,MBA,83,77
1344,1345,Student1345,M,BBA,19,56
1345,1346,Student1346,M,MTECH,16,69
1346,1347,Student1347,F,MBA,82,91
1347,1348,Student1348,F,MTECH,5,30
1348,1349,Student1349,M,MTECH,60,41
1349,1350,Student1350,F,MTECH,27,100
1350,1351,Student1351,M,BTECH,53,31
1351,1352,Student1352,F,BBA,66,14
1352,1353,Student1353,M,BBA,27,24
1353,1354,Student1354,F,BTECH,69,64
1354,1355,Student1355,M,BTECH,38,42
1355,1356,Student1356,M,MTECH,92,94
1356,1357,Student1357,F,MBA,12,38
1357,1358,Student1358,F,MBA,34,71
1358,1359,Student1359,M,BTECH,16,41
1359,1360,Student1360,M,BBA,60,84
1360,1361,Student1361,F,MBA,67,40
1361,1362,Student1362,F,MBA,88,67
1362,1363,Student1363,F,BBA,45,77
1363,1364,Student1364,M,BTECH,36,90
1364,1365,Student1365,M,BBA,37,47
1365,1366,Student1366,M,BTECH,7,7
1366,1367,Student1367,F,BTECH,79,0
1367,1368,Student1368,M,MBA,45,55
1368,1369,Student1369,M,MTECH,96,76
1369,1370,Student1370,F,BBA,26,88
1370,1371,Student1371,F,MBA,43,86
1371,1372,Student1372,F,MBA,43,6
1372,1373,Student1373,M,MTECH,85,11
1373,1374,Student1374,F,MTECH,72,13
1374,1375,Student1375,M,MBA,94,84
1375,1376,Student1376,M,MTECH,43,66
1376,1377,Student1377,F,BBA,80,9
1377,1378,Student1378,M,BTECH,69,86
1378,1379,Student1379,F,MTECH,46,3
1379,1380,Student1380,F,BTECH,20,69
1380,1381,Student1381,F,MTECH,54,14
1381,1382,Student1382,M,BBA,67,25
1382,1383,Student1383,F,BTECH,42,87
1383,1384,Student1384,M,BTECH,77,97
1384,1385,Student1385,M,MBA,18,60
1385,1386,Student1386,F,BBA,4,6
1386,1387,Student1387,M,BBA,64,81
1387,1388,Student1388,M,MBA,97,42
1388,1389,Student1389,F,MTECH,69,45
